symbol,name,sector,industry,lending
1812,鹿島建設,Industrials,建設業,貸借
1813,不動テトラ,Industrials,建設業,貸借
1814,大末建設,Industrials,建設業,貸借
1815,鉄建建設,Industrials,建設業,貸借
1820,西松建設,Industrials,建設業,貸借
1821,三井住友建設,Industrials,建設業,貸借
1822,大豊建設,Industrials,建設業,貸借
1826,佐田建設,Industrials,建設業,貸借
1827,ナカノフドー建設,Industrials,建設業,貸借
1828,田辺工業,Industrials,建設業,信用
1833,奥村組,Industrials,建設業,貸借
1835,東鉄工業,Industrials,建設業,貸借
1840,土屋ホールディングス,Industrials,建設業,貸借
1841,サンユー建設,Industrials,建設業,信用
1844,大盛工業,Industrials,建設業,信用
1847,イチケン,Industrials,建設業,信用
1848,富士ピー・エス,Industrials,建設業,貸借
1850,南海辰村建設,Industrials,建設業,信用
1852,淺沼組,Industrials,建設業,貸借
1853,森組,Industrials,建設業,信用
1860,戸田建設,Industrials,建設業,貸借
1861,熊谷組,Industrials,建設業,貸借
1866,北野建設,Industrials,建設業,貸借
1867,植木組,Industrials,建設業,貸借
1870,矢作建設工業,Industrials,建設業,貸借
1871,ピーエス・コンストラクション,Industrials,建設業,貸借
1873,日本ハウスホールディングス,Industrials,建設業,信用
1878,大東建託,Real Estate,不動産業,貸借
1879,新日本建設,Industrials,建設業,貸借
1882,東亜道路工業,Industrials,建設業,貸借
1885,東亜建設工業,Industrials,建設業,貸借
1887,日本国土開発,Industrials,建設業,貸借
1888,若築建設,Industrials,建設業,貸借
1890,東洋建設,Industrials,建設業,貸借
1893,五洋建設,Industrials,建設業,貸借
1897,金下建設,Industrials,建設業,信用
1898,世紀東急工業,Industrials,建設業,貸借
1899,福田組,Industrials,建設業,貸借
1904,大成温調,Industrials,建設業,貸借
1905,テノックス,Industrials,建設業,信用
1909,日本ドライケミカル,Industrials,機械,貸借
1911,住友林業,Industrials,建設業,貸借
1914,日本基礎技術,Industrials,建設業,貸借
1921,巴コーポレーション,Industrials,建設業,貸借
1925,大和ハウス工業,Industrials,建設業,貸借
1926,ライト工業,Industrials,建設業,貸借
1928,積水ハウス,Industrials,建設業,貸借
1929,日特建設,Industrials,建設業,貸借
1930,北陸電気工事,Industrials,建設業,貸借
1934,ユアテック,Industrials,建設業,貸借
1938,日本リーテック,Industrials,建設業,信用
1939,四電工,Industrials,建設業,貸借
1941,中電工,Industrials,建設業,貸借
1942,関電工,Industrials,建設業,貸借
1944,きんでん,Industrials,建設業,貸借
1945,東京エネシス,Industrials,建設業,貸借
1946,トーエネック,Industrials,建設業,貸借
1948,弘電社,Industrials,建設業,信用
1949,住友電設,Industrials,建設業,貸借
1950,日本電設工業,Industrials,建設業,貸借
1951,エクシオグループ,Industrials,建設業,貸借
1952,新日本空調,Industrials,建設業,貸借
1959,クラフティア,Industrials,建設業,貸借
1960,サンテック,Industrials,建設業,信用
1961,三機工業,Industrials,建設業,貸借
1963,日揮ホールディングス,Industrials,建設業,貸借
1964,中外炉工業,Industrials,建設業,貸借
1965,テクノ菱和,Industrials,建設業,貸借
1966,高田工業所,Industrials,建設業,貸借
1967,ヤマト,Industrials,建設業,貸借
1968,太平電業,Industrials,建設業,貸借
1969,高砂熱学工業,Industrials,建設業,貸借
1972,三晃金属工業,Industrials,建設業,貸借
1975,朝日工業社,Industrials,建設業,貸借
1976,明星工業,Industrials,建設業,貸借
1979,大氣社,Industrials,建設業,貸借
1980,ダイダン,Industrials,建設業,貸借
1981,協和日成,Industrials,建設業,信用
1982,日比谷総合設備,Industrials,建設業,貸借
1992,神田通信機,Industrials,建設業,信用
1994,高橋カーテンウォール工業,Industrials,建設業,信用
1997,暁飯島工業,Industrials,建設業,信用
2001,ニップン,Consumer Defensive,食料品,貸借
2002,日清製粉グループ本社,Consumer Defensive,食料品,貸借
2003,日東富士製粉,Consumer Defensive,食料品,貸借
2004,昭和産業,Consumer Defensive,食料品,貸借
2009,鳥越製粉,Consumer Defensive,食料品,信用
2053,中部飼料,Consumer Defensive,食料品,貸借
2055,日和産業,Consumer Defensive,食料品,貸借
2060,フィード・ワン,Consumer Defensive,食料品,貸借
2108,日本甜菜製糖,Consumer Defensive,食料品,貸借
2109,ＤＭ三井製糖,Consumer Defensive,食料品,貸借
2112,塩水港精糖,Consumer Defensive,食料品,貸借
2114,フジ日本,Consumer Defensive,食料品,貸借
2117,ウェルネオシュガー,Consumer Defensive,食料品,貸借
2120,ＬＩＦＵＬＬ,Industrials,サービス業,貸借
2121,ＭＩＸＩ,Communication Services,情報･通信業,貸借
2122,インタースペース,Industrials,サービス業,信用
2124,ジェイエイシーリクルートメント,Industrials,サービス業,貸借
2127,日本Ｍ＆Ａセンターホールディングス,Industrials,サービス業,貸借
2130,メンバーズ,Industrials,サービス業,貸借
2134,北浜キャピタルパートナーズ,Industrials,サービス業,信用
2136,ヒップ,Industrials,サービス業,信用
2138,クルーズ,Communication Services,情報･通信業,貸借
2139,中広,Industrials,サービス業,貸借
2146,ＵＴグループ,Industrials,サービス業,貸借
2148,アイティメディア,Industrials,サービス業,信用
2150,ケアネット,Industrials,サービス業,信用
2152,幼児活動研究会,Industrials,サービス業,信用
2153,Ｅ・Ｊホールディングス,Industrials,サービス業,信用
2154,オープンアップグループ,Industrials,サービス業,貸借
2156,セーラー広告,Industrials,サービス業,信用
2157,コシダカホールディングス,Industrials,サービス業,貸借
2158,ＦＲＯＮＴＥＯ,Industrials,サービス業,信用
2160,ジーエヌアイグループ,Healthcare,医薬品,貸借
2162,ｎｍｓ　ホールディングス,Industrials,サービス業,貸借
2163,アルトナー,Industrials,サービス業,信用
2164,地域新聞社,Industrials,サービス業,信用
2168,パソナグループ,Industrials,サービス業,貸借
2169,ＣＤＳ,Industrials,サービス業,貸借
2170,リンクアンドモチベーション,Industrials,サービス業,貸借
2173,博展,Industrials,サービス業,貸借
2175,エス・エム・エス,Industrials,サービス業,貸借
2179,成学社,Industrials,サービス業,貸借
2180,サニーサイドアップグループ,Industrials,サービス業,信用
2181,パーソルホールディングス,Industrials,サービス業,貸借
2183,リニカル,Industrials,サービス業,信用
2185,シイエム・シイ,Industrials,サービス業,信用
2186,ソーバル,Industrials,サービス業,信用
2193,クックパッド,Industrials,サービス業,貸借
2195,アミタホールディングス,Industrials,サービス業,信用
2196,エスクリ,Industrials,サービス業,貸借
2198,アイ・ケイ・ケイホールディングス,Industrials,サービス業,貸借
2201,森永製菓,Consumer Defensive,食料品,貸借
2204,中村屋,Consumer Defensive,食料品,貸借
2206,江崎グリコ,Consumer Defensive,食料品,貸借
2207,ｍｅｉｔｏ,Consumer Defensive,食料品,貸借
2208,ブルボン,Consumer Defensive,食料品,信用
2209,井村屋グループ,Consumer Defensive,食料品,信用
2211,不二家,Consumer Defensive,食料品,貸借
2212,山崎製パン,Consumer Defensive,食料品,貸借
2215,第一屋製パン,Consumer Defensive,食料品,貸借
2216,カンロ,Consumer Defensive,食料品,貸借
2217,モロゾフ,Consumer Defensive,食料品,貸借
2220,亀田製菓,Consumer Defensive,食料品,貸借
2221,岩塚製菓,Consumer Defensive,食料品,信用
2222,寿スピリッツ,Consumer Defensive,食料品,貸借
2224,コモ,Consumer Defensive,食料品,信用
2226,湖池屋,Consumer Defensive,食料品,貸借
2229,カルビー,Consumer Defensive,食料品,貸借
2264,森永乳業,Consumer Defensive,食料品,貸借
2266,六甲バター,Consumer Defensive,食料品,貸借
2267,ヤクルト本社,Consumer Defensive,食料品,貸借
2268,Ｂ−Ｒ　サーティワン　アイスクリーム,Consumer Defensive,食料品,信用
2269,明治ホールディングス,Consumer Defensive,食料品,貸借
2270,雪印メグミルク,Consumer Defensive,食料品,貸借
2281,プリマハム,Consumer Defensive,食料品,貸借
2282,日本ハム,Consumer Defensive,食料品,貸借
2286,林兼産業,Consumer Defensive,食料品,貸借
2288,丸大食品,Consumer Defensive,食料品,貸借
2291,福留ハム,Consumer Defensive,食料品,貸借
2292,Ｓ　Ｆｏｏｄｓ,Consumer Defensive,食料品,貸借
2293,滝沢ハム,Consumer Defensive,食料品,信用
2294,柿安本店,Consumer Defensive,食料品,貸借
2296,伊藤ハム米久ホールディングス,Consumer Defensive,食料品,貸借
2300,きょくとう,Industrials,サービス業,信用
2301,学情,Industrials,サービス業,貸借
2303,ドーン,Communication Services,情報･通信業,信用
2304,ＣＳＳホールディングス,Industrials,サービス業,貸借
2305,スタジオアリス,Industrials,サービス業,貸借
2307,クロスキャット,Communication Services,情報･通信業,信用
2311,エプコ,Industrials,サービス業,信用
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,Communication Services,情報･通信業,貸借
2317,システナ,Communication Services,情報･通信業,貸借
2321,ソフトフロントホールディングス,Communication Services,情報･通信業,信用
2323,ｆｏｎｆｕｎ,Communication Services,情報･通信業,信用
2325,ＮＪＳ,Industrials,サービス業,貸借
2326,デジタルアーツ,Communication Services,情報･通信業,貸借
2327,日鉄ソリューションズ,Communication Services,情報･通信業,貸借
2329,東北新社,Communication Services,情報･通信業,信用
2330,フォーサイド,Communication Services,情報･通信業,信用
2331,ＡＬＳＯＫ,Industrials,サービス業,貸借
2332,クエスト,Communication Services,情報･通信業,貸借
2334,イオレ,Industrials,サービス業,信用
2335,キューブシステム,Communication Services,情報･通信業,貸借
2337,いちご,Real Estate,不動産業,貸借
2338,クオンタムソリューションズ,Communication Services,情報･通信業,信用
2340,極楽湯ホールディングス,Industrials,サービス業,信用
2341,アルバイトタイムス,Industrials,サービス業,信用
2342,トランスジェニックグループ,Industrials,サービス業,信用
2344,平安レイサービス,Industrials,サービス業,信用
2345,クシム,Communication Services,情報･通信業,信用
2349,エヌアイデイ,Communication Services,情報･通信業,信用
2351,ＡＳＪ,Communication Services,情報･通信業,信用
2353,日本駐車場開発,Real Estate,不動産業,貸借
2354,ＹＥ　ＤＩＧＩＴＡＬ,Communication Services,情報･通信業,信用
2359,コア,Communication Services,情報･通信業,貸借
2370,メディネット,Industrials,サービス業,信用
2371,カカクコム,Industrials,サービス業,貸借
2373,ケア２１,Industrials,サービス業,信用
2374,セントケア・ホールディング,Industrials,サービス業,信用
2375,ギグワークス,Industrials,サービス業,信用
2376,サイネックス,Industrials,サービス業,信用
2378,ルネサンス,Industrials,サービス業,貸借
2379,ディップ,Industrials,サービス業,貸借
2384,ＳＢＳホールディングス,Industrials,陸運業,貸借
2385,総医研ホールディングス,Industrials,サービス業,信用
2388,ウェッジホールディングス,Financials,その他金融業,信用
2389,デジタルホールディングス,Industrials,サービス業,貸借
2391,プラネット,Industrials,サービス業,信用
2393,日本ケアサプライ,Industrials,サービス業,信用
2395,新日本科学,Industrials,サービス業,貸借
2404,鉄人化ホールディングス,Industrials,サービス業,貸借
2408,ＫＧ情報,Industrials,サービス業,信用
2410,キャリアデザインセンター,Industrials,サービス業,貸借
2411,ゲンダイエージェンシー,Communication Services,情報･通信業,貸借
2413,エムスリー,Industrials,サービス業,貸借
2415,ヒューマンホールディングス,Industrials,サービス業,信用
2418,ツカダ・グローバルホールディング,Industrials,サービス業,貸借
2424,ブラス,Industrials,サービス業,信用
2425,ケアサービス,Industrials,サービス業,信用
2428,ウェルネット,Industrials,サービス業,貸借
2429,ワールドホールディングス,Industrials,サービス業,貸借
2432,ディー・エヌ・エー,Communication Services,情報･通信業,貸借
2433,博報堂ＤＹホールディングス,Industrials,サービス業,貸借
2435,シダー,Industrials,サービス業,貸借
2436,共同ピーアール,Industrials,サービス業,信用
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,Industrials,サービス業,信用
2438,アスカネット,Industrials,サービス業,貸借
2440,ぐるなび,Industrials,サービス業,貸借
2445,タカミヤ,Industrials,サービス業,貸借
2449,プラップジャパン,Industrials,サービス業,信用
2452,コンピュータマインド,Communication Services,情報･通信業,その他
2454,オールアバウト,Industrials,サービス業,信用
2459,アウンコンサルティング,Industrials,サービス業,信用
2461,ファンコミュニケーションズ,Industrials,サービス業,貸借
2462,ライク,Industrials,サービス業,貸借
2464,Ａｏｂａ‐ＢＢＴ,Industrials,サービス業,貸借
2469,ヒビノ,Industrials,サービス業,信用
2471,エスプール,Industrials,サービス業,貸借
2475,ＷＤＢホールディングス,Industrials,サービス業,貸借
2477,手間いらず,Communication Services,情報･通信業,貸借
2479,ジェイテック,Industrials,サービス業,信用
2480,システム・ロケーション,Communication Services,情報･通信業,信用
2481,タウンニュース社,Industrials,サービス業,信用
2483,翻訳センター,Industrials,サービス業,信用
2484,出前館,Communication Services,情報･通信業,貸借
2485,ティア,Industrials,サービス業,貸借
2488,ＪＴＰ,Industrials,サービス業,信用
2489,アドウェイズ,Industrials,サービス業,貸借
2491,バリューコマース,Industrials,サービス業,貸借
2492,インフォマート,Industrials,サービス業,貸借
2493,イーサポートリンク,Industrials,サービス業,信用
2497,ユナイテッド,Industrials,サービス業,貸借
2498,オリエンタルコンサルタンツホールディングス,Industrials,サービス業,信用
2499,日本和装ホールディングス,Industrials,サービス業,信用
2501,サッポロホールディングス,Consumer Defensive,食料品,貸借
2502,アサヒグループホールディングス,Consumer Defensive,食料品,貸借
2503,キリンホールディングス,Consumer Defensive,食料品,貸借
2531,宝ホールディングス,Consumer Defensive,食料品,貸借
2533,オエノンホールディングス,Consumer Defensive,食料品,貸借
2540,養命酒製造,Consumer Defensive,食料品,貸借
2573,北海道コカ・コーラボトリング,Consumer Defensive,食料品,信用
2579,コカ・コーラ　ボトラーズジャパンホールディングス,Consumer Defensive,食料品,貸借
2585,ライフドリンク　カンパニー,Consumer Defensive,食料品,貸借
2586,フルッタフルッタ,Consumer Defensive,食料品,信用
2587,サントリー食品インターナショナル,Consumer Defensive,食料品,貸借
2588,プレミアムウォーターホールディングス,Consumer Defensive,食料品,信用
2590,ダイドーグループホールディングス,Consumer Defensive,食料品,貸借
2593,伊藤園,Consumer Defensive,食料品,貸借
2594,キーコーヒー,Consumer Defensive,食料品,貸借
2597,ユニカフェ,Consumer Defensive,食料品,信用
2602,日清オイリオグループ,Consumer Defensive,食料品,貸借
2607,不二製油,Consumer Defensive,食料品,貸借
2612,かどや製油,Consumer Defensive,食料品,信用
2613,Ｊ−オイルミルズ,Consumer Defensive,食料品,貸借
2652,まんだらけ,Consumer Cyclical,小売業,貸借
2653,イオン九州,Consumer Cyclical,小売業,信用
2654,アスモ,Consumer Cyclical,小売業,貸借
2656,ベクターホールディングス,Consumer Cyclical,小売業,信用
2659,サンエー,Consumer Cyclical,小売業,貸借
2664,カワチ薬品,Consumer Cyclical,小売業,貸借
2666,オートウェーブ,Consumer Cyclical,小売業,信用
2667,イメージ　ワン,Industrials,卸売業,貸借
2668,タビオ,Industrials,卸売業,信用
2669,カネ美食品,Consumer Cyclical,小売業,貸借
2670,エービーシー・マート,Consumer Cyclical,小売業,貸借
2673,夢みつけ隊,Consumer Cyclical,小売業,信用
2674,ハードオフコーポレーション,Consumer Cyclical,小売業,貸借
2676,高千穂交易,Industrials,卸売業,貸借
2678,アスクル,Consumer Cyclical,小売業,貸借
2681,ゲオホールディングス,Consumer Cyclical,小売業,貸借
2683,魚喜,Consumer Cyclical,小売業,信用
2685,アンドエスティＨＤ,Consumer Cyclical,小売業,貸借
2686,ジーフット,Consumer Cyclical,小売業,信用
2687,シー・ヴイ・エス・ベイエリア,Industrials,サービス業,貸借
2689,オルバヘルスケアホールディングス,Industrials,卸売業,貸借
2692,伊藤忠食品,Industrials,卸売業,貸借
2693,ＹＫＴ,Industrials,卸売業,信用
2694,焼肉坂井ホールディングス,Consumer Cyclical,小売業,貸借
2695,くら寿司,Consumer Cyclical,小売業,貸借
2698,キャンドゥ,Consumer Cyclical,小売業,貸借
2700,木徳神糧,Industrials,卸売業,信用
2702,日本マクドナルドホールディングス,Consumer Cyclical,小売業,貸借
2705,大戸屋ホールディングス,Consumer Cyclical,小売業,貸借
2708,久世,Industrials,卸売業,信用
2721,ジェイホールディングス,Industrials,卸売業,その他
2722,ＩＫホールディングス,Consumer Cyclical,小売業,貸借
2726,パルグループホールディングス,Consumer Cyclical,小売業,貸借
2730,エディオン,Consumer Cyclical,小売業,貸借
2733,あらた,Industrials,卸売業,貸借
2734,サーラコーポレーション,Consumer Cyclical,小売業,貸借
2735,ワッツ,Consumer Cyclical,小売業,貸借
2736,フェスタリアホールディングス,Consumer Cyclical,小売業,信用
2737,トーメンデバイス,Industrials,卸売業,信用
2742,ハローズ,Consumer Cyclical,小売業,貸借
2743,ピクセルカンパニーズ,Industrials,卸売業,その他
2747,北雄ラッキー,Consumer Cyclical,小売業,信用
2749,ＪＰホールディングス,Industrials,サービス業,貸借
2750,石光商事,Industrials,卸売業,貸借
2751,テンポスホールディングス,Industrials,卸売業,貸借
2752,フジオフードグループ本社,Consumer Cyclical,小売業,貸借
2753,あみやき亭,Consumer Cyclical,小売業,信用
2760,東京エレクトロン　デバイス,Industrials,卸売業,貸借
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,Consumer Cyclical,小売業,信用
2763,エフティグループ,Industrials,卸売業,貸借
2764,ひらまつ,Consumer Cyclical,小売業,信用
2767,円谷フィールズホールディングス,Industrials,卸売業,信用
2768,双日,Industrials,卸売業,貸借
2769,ヴィレッジヴァンガードコーポレーション,Consumer Cyclical,小売業,信用
2776,新都ホールディングス,Industrials,卸売業,信用
2778,パレモ・ホールディングス,Consumer Cyclical,小売業,貸借
2780,コメ兵ホールディングス,Consumer Cyclical,小売業,信用
2782,セリア,Consumer Cyclical,小売業,貸借
2784,アルフレッサ　ホールディングス,Industrials,卸売業,貸借
2788,アップルインターナショナル,Industrials,卸売業,信用
2789,カルラ,Consumer Cyclical,小売業,信用
2790,ナフコ,Consumer Cyclical,小売業,信用
2791,大黒天物産,Consumer Cyclical,小売業,貸借
2792,ハニーズホールディングス,Consumer Cyclical,小売業,貸借
2795,日本プリメックス,Industrials,卸売業,信用
2796,ファーマライズホールディングス,Consumer Cyclical,小売業,貸借
2798,ワイズテーブルコーポレーション,Consumer Cyclical,小売業,信用
2801,キッコーマン,Consumer Defensive,食料品,貸借
2802,味の素,Consumer Defensive,食料品,貸借
2804,ブルドックソース,Consumer Defensive,食料品,貸借
2805,ヱスビー食品,Consumer Defensive,食料品,信用
2806,ユタカフーズ,Consumer Defensive,食料品,信用
2809,キユーピー,Consumer Defensive,食料品,貸借
2810,ハウス食品グループ本社,Consumer Defensive,食料品,貸借
2811,カゴメ,Consumer Defensive,食料品,貸借
2813,和弘食品,Consumer Defensive,食料品,信用
2814,佐藤食品工業,Consumer Defensive,食料品,信用
2815,アリアケジャパン,Consumer Defensive,食料品,貸借
2816,ダイショー,Consumer Defensive,食料品,貸借
2818,ピエトロ,Consumer Defensive,食料品,貸借
2819,エバラ食品工業,Consumer Defensive,食料品,貸借
2820,やまみ,Consumer Defensive,食料品,信用
2830,アヲハタ,Consumer Defensive,食料品,信用
2831,はごろもフーズ,Consumer Defensive,食料品,信用
2871,ニチレイ,Consumer Defensive,食料品,貸借
2872,セイヒョー,Consumer Defensive,食料品,信用
2874,横浜冷凍,Industrials,卸売業,貸借
2875,東洋水産,Consumer Defensive,食料品,貸借
2876,デルソーレ,Consumer Defensive,食料品,信用
2877,日東ベスト,Consumer Defensive,食料品,信用
2882,イートアンドホールディングス,Consumer Defensive,食料品,貸借
2883,大冷,Consumer Defensive,食料品,信用
2884,ヨシムラ・フード・ホールディングス,Consumer Defensive,食料品,貸借
2892,日本食品化工,Consumer Defensive,食料品,信用
2894,石井食品,Consumer Defensive,食料品,信用
2897,日清食品ホールディングス,Consumer Defensive,食料品,貸借
2901,ウェルディッシュ,Consumer Defensive,食料品,信用
2903,シノブフーズ,Consumer Defensive,食料品,貸借
2904,一正蒲鉾,Consumer Defensive,食料品,貸借
2907,あじかん,Consumer Defensive,食料品,貸借
2908,フジッコ,Consumer Defensive,食料品,貸借
2910,ロック・フィールド,Consumer Defensive,食料品,貸借
2911,旭松食品,Consumer Defensive,食料品,信用
2914,日本たばこ産業,Consumer Defensive,食料品,貸借
2915,ケンコーマヨネーズ,Consumer Defensive,食料品,貸借
2916,仙波糖化工業,Consumer Defensive,食料品,信用
2917,大森屋,Consumer Defensive,食料品,信用
2918,わらべや日洋ホールディングス,Consumer Defensive,食料品,貸借
2922,なとり,Consumer Defensive,食料品,貸借
2923,サトウ食品,Consumer Defensive,食料品,信用
2924,イフジ産業,Consumer Defensive,食料品,貸借
2926,篠崎屋,Consumer Defensive,食料品,貸借
2927,ＡＦＣ−ＨＤアムスライフサイエンス,Consumer Defensive,食料品,信用
2929,ファーマフーズ,Consumer Defensive,食料品,貸借
2930,北の達人コーポレーション,Materials,化学,貸借
2931,ユーグレナ,Consumer Defensive,食料品,貸借
2932,ＳＴＩフードホールディングス,Consumer Defensive,食料品,信用
2933,紀文食品,Consumer Defensive,食料品,貸借
2934,ジェイフロンティア,Consumer Defensive,食料品,信用
2935,ピックルスホールディングス,Consumer Defensive,食料品,信用
2936,ベースフード,Consumer Defensive,食料品,貸借
2937,サンクゼール,Consumer Defensive,食料品,貸借
2938,オカムラ食品工業,Consumer Defensive,食料品,貸借
2961,日本調理機,Materials,金属製品,信用
2962,テクニスコ,Materials,金属製品,信用
2970,グッドライフカンパニー,Real Estate,不動産業,信用
2975,スター・マイカ・ホールディングス,Real Estate,不動産業,貸借
2978,ツクルバ,Real Estate,不動産業,信用
2980,ＳＲＥホールディングス,Real Estate,不動産業,貸借
2981,ランディックス,Real Estate,不動産業,信用
2982,ＡＤワークスグループ,Real Estate,不動産業,貸借
2983,アールプランナー,Real Estate,不動産業,信用
2984,ヤマイチエステート,Real Estate,不動産業,貸借
2985,ファーストステージ,Real Estate,不動産業,その他
2986,ＬＡホールディングス,Real Estate,不動産業,貸借
2990,アイダ設計,Real Estate,不動産業,その他
2991,ランドネット,Real Estate,不動産業,信用
2992,アーバンライク,Real Estate,不動産業,その他
2993,長栄,Real Estate,不動産業,信用
2994,アンサーホールディングス,Real Estate,不動産業,その他
2995,ジェイレックス・コーポレーション,Real Estate,不動産業,その他
2997,ストレージ王,Real Estate,不動産業,信用
2998,クリアル,Real Estate,不動産業,信用
2999,ホームポジション,Real Estate,不動産業,信用
3001,片倉工業,Consumer Cyclical,繊維製品,貸借
3002,グンゼ,Consumer Cyclical,繊維製品,貸借
3003,ヒューリック,Real Estate,不動産業,貸借
3004,神栄,Industrials,卸売業,貸借
3010,ポラリス・ホールディングス,Industrials,サービス業,信用
3011,バナーズ,Consumer Cyclical,小売業,信用
3020,アプライド,Consumer Cyclical,小売業,信用
3021,パシフィックネット,Industrials,サービス業,信用
3023,ラサ商事,Industrials,卸売業,貸借
3024,クリエイト,Industrials,卸売業,信用
3028,アルペン,Consumer Cyclical,小売業,貸借
3030,ハブ,Consumer Cyclical,小売業,信用
3031,ラクーンホールディングス,Communication Services,情報･通信業,貸借
3034,クオールホールディングス,Consumer Cyclical,小売業,貸借
3035,ケイティケイ,Industrials,卸売業,貸借
3036,アルコニックス,Industrials,卸売業,貸借
3038,神戸物産,Industrials,卸売業,貸借
3040,ソリトンシステムズ,Communication Services,情報･通信業,信用
3041,ビューティカダンホールディングス,Industrials,卸売業,貸借
3042,セキュアヴェイル,Communication Services,情報･通信業,貸借
3045,カワサキ,Industrials,卸売業,信用
3046,ジンズホールディングス,Consumer Cyclical,小売業,貸借
3048,ビックカメラ,Consumer Cyclical,小売業,貸借
3050,ＤＣＭホールディングス,Consumer Cyclical,小売業,貸借
3053,ペッパーフードサービス,Consumer Cyclical,小売業,貸借
3054,ハイパー,Industrials,卸売業,信用
3058,三洋堂ホールディングス,Consumer Cyclical,小売業,貸借
3059,ヒラキ,Consumer Cyclical,小売業,貸借
3063,ジェイグループホールディングス,Consumer Cyclical,小売業,貸借
